8092;1e-05;1.08803
8102;1e-05;1.08815
8112;1e-05;1.08827
8122;1e-05;1.08839
8132;1e-05;1.08851
8112;1e-05;1.08827
8152;1e-05;1.08874
8162;1e-05;1.08886
8172;1e-05;1.08898
8182;1e-05;1.0891
8192;1e-05;1.08922
8092;1e-06;1.00816
8102;1e-06;1.00817
8112;1e-06;1.00818
8122;1e-06;1.00819
8132;1e-06;1.0082
8112;1e-06;1.00818
8152;1e-06;1.00822
8162;1e-06;1.00823
8172;1e-06;1.00824
8182;1e-06;1.00825
8192;1e-06;1.00826
8092;1e-07;1.00081
8102;1e-07;1.00081
8112;1e-07;1.00081
8122;1e-07;1.00081
8132;1e-07;1.00081
8112;1e-07;1.00081
8152;1e-07;1.00082
8162;1e-07;1.00082
8172;1e-07;1.00082
8182;1e-07;1.00082
8192;1e-07;1.00082
8092;1e-08;1.000080917
8102;1e-08;1.000081017
8112;1e-08;1.000081117
8122;1e-08;1.000081217
8132;1e-08;1.000081317
8112;1e-08;1.000081117
8152;1e-08;1.000081517
8162;1e-08;1.000081617
8172;1e-08;1.000081717
8182;1e-08;1.000081817
8192;1e-08;1.000081917
8092;1e-09;1.000008091
8102;1e-09;1.000008101
8112;1e-09;1.000008111
8122;1e-09;1.000008121
8132;1e-09;1.000008131
8112;1e-09;1.000008111
8152;1e-09;1.000008151
8162;1e-09;1.000008161
8172;1e-09;1.000008171
8182;1e-09;1.000008181
8192;1e-09;1.000008191
