65527;0.00001;195.759
65528;0.00001;127.275
65529;0.00001;82.4007
65530;0.00001;52.9964
65531;0.00001;33.7285
65532;0.00001;21.1026
65533;0.00001;12.829
65534;0.00001;7.40721
65535;0.00001;3.85424
65536;0.00001;1.52588
65527;0.000001;7.32717e+11
65528;0.000001;4.80128e+10
65529;0.000001;3.14618e+09
65530;0.000001;2.06166e+08
65531;0.000001;1.35101e+07
65532;0.000001;885327
65533;0.000001;58016.2
65534;0.000001;3800.98
65535;0.000001;248.093
65536;0.000001;15.2588
65527;0.0000001;6.89215e+21
65528;0.0000001;4.51622e+19
65529;0.0000001;2.95939e+17
65530;0.0000001;1.93926e+15
65531;0.0000001;1.27079e+13
65532;0.0000001;8.32764e+10
65533;0.0000001;5.45727e+08
65534;0.0000001;3.57631e+06
65535;0.0000001;23436
65536;0.0000001;152.588
65527;0.00000001;6.85147e+31
65528;0.00000001;4.48956e+28
65529;0.00000001;2.94192e+25
65530;0.00000001;1.92781e+22
65531;0.00000001;1.26329e+19
65532;0.00000001;8.27849e+15
65533;0.00000001;5.42506e+12
65534;0.00000001;3.55521e+09
65535;0.00000001;2.32987e+06
65536;0.00000001;1525.88
65527;0.000000001;6.85147e+31
65528;0.000000001;4.48691e+37
65529;0.000000001;2.94018e+33
65530;0.000000001;1.92667e+29
65531;0.000000001;1.26255e+25
65532;0.000000001;8.27361e+20
65533;0.000000001;5.42186e+16
65534;0.000000001;3.55311e+12
65535;0.000000001;2.32849e+08
65536;0.000000001;15258.8
