8092;1;1.088031686
8102;1;1.088150079
8112;1;1.088268497
8122;1;1.088386942
8132;1;1.088505412
8112;1;1.088268497
8152;1;1.088742429
8162;1;1.088860977
8172;1;1.08897955
8182;1;1.089098149
8192;1;1.089216774
8092;2;0.5210801892
8102;2;0.5211073429
8112;2;0.5211344995
8122;2;0.5211616589
8132;2;0.5211888211
8112;2;0.5211344995
8152;2;0.521243154
8162;2;0.5212703247
8172;2;0.5212974983
8182;2;0.5213246746
8192;2;1.042703708
8092;3;0.3425724815
8102;3;0.3425842175
8112;3;0.3425959542
8122;3;0.3426076918
8132;3;0.3426194301
8112;3;0.3425959542
8152;3;0.3426429093
8162;3;0.3426546501
8172;3;0.3426663916
8182;3;0.342678134
8192;3;1.042104447
8092;4;0.2551612612
8102;4;0.2551677721
8112;4;0.2551742833
8122;4;0.2551807949
8132;4;0.2551873067
8112;4;0.2551742833
8152;4;0.2552003315
8162;4;0.2552068444
8172;4;0.2552133576
8182;4;0.2552198711
8192;4;1.04209644
